Test node index	True parents	Predicted parents	macro_mr	micro_mr	hit_at_1	hit_at_3	mrr_scaled_10
debugging data format	programming language, operating system	programming language, software, source code, object code, manual memory management	8.0	8.0	0.5	0.5	0.75
gapp	theoretical computer science, algorithm	computer science, operating system, artificial intelligence, telecommunications, computer security	12.5	12.5	0.0	0.0	0.5
ieee 802 9	telecommunications, computer network	telecommunications, computer network, operating system, wi fi array, wireless	1.0	1.0	1.0	1.0	1.0
coreconnect	system on a chip	embedded system, field programmable gate array, operating system, real time computing, system on a chip	5.0	5.0	0.0	0.0	1.0
domestic accident	human factors and ergonomics	human factors and ergonomics, risk assessment, drunk drivers, legal drinking age, crash	1.0	1.0	1.0	1.0	1.0
misuse case	software	computer science, security information and event management, computer security, software engineering, software security assurance	13.0	13.0	0.0	0.0	0.5
xharbour	programming language	operating system, programming language, computer hardware, interpreter, artificial intelligence	2.0	2.0	0.0	1.0	1.0
macrocell array	logic family	logic family, logic gate, cmos, multiple emitter transistor, integrated circuit	1.0	1.0	1.0	1.0	1.0
star height	regular grammar, second generation programming language	programming language, non deterministic turing machine, nspace, algorithm, time hierarchy theorem	40.5	40.5	0.0	0.0	0.225
bounded inverse theorem	bounded operator, finite rank operator	operator, banach space, finite rank operator, hilbert space, approximation property	11.5	11.5	0.0	0.5	0.75
eye muscles	eye movement	artificial intelligence, eye movement, voxel, electroencephalography, computer vision	2.0	2.0	0.0	1.0	1.0
lagrange s four square theorem	lagrange s theorem	algorithm, normal basis, integer points in convex polyhedra, arbitrary precision arithmetic, programming language	207.0	207.0	0.0	0.0	0.047619047619047616
gemident	computer vision, machine learning	artificial intelligence, computer vision, segmentation, image segmentation, segmentation based object categorization	16.5	16.5	0.0	0.5	0.625
dansk datamatik center	programming language	computer science, database, library science, documentation, artificial intelligence	10.0	10.0	0.0	0.0	1.0
meta circular evaluator	interpreter, compiler, partial evaluation	programming language, interpreter, procedural programming, computer science, lisp	68.0	68.0	0.0	0.3333333333333333	0.5166666666666667
ranking svm	support vector machine, ranking	artificial intelligence, machine learning, data mining, pattern recognition, cluster analysis	10.0	10.0	0.0	0.0	0.75
gigue	jitter	telecommunications, operating system, channel, modulation, computer hardware	32.0	32.0	0.0	0.0	0.25
disjunction elimination	artificial intelligence, algorithm	artificial intelligence, fuzzy logic, programming language, zeroth order logic, propositional variable	11.5	11.5	0.5	0.5	0.6666666666666666
single linkage clustering	cure data clustering algorithm, canopy clustering algorithm	cluster analysis, artificial intelligence, pattern recognition, data mining, machine learning	14.5	14.5	0.0	0.0	0.5
frame language	knowledge representation and reasoning	artificial intelligence, ontology, programming language, semantics, computer science	42.0	42.0	0.0	0.0	0.2
peek	programming language	composite number, nickel titanium, shrinkage, shape memory alloy, flowable composite	22.0	22.0	0.0	0.0	0.3333333333333333
buddhabrot	newton fractal	artificial intelligence, computer graphics images, computer science, computer vision, programming language	1012.0	1012.0	0.0	0.0	0.00980392156862745
impatt diode	microwave	telecommunications, pulse, modulation, microwave, radio frequency	4.0	4.0	0.0	0.0	1.0
nephelopsis	nephelopsis obscura	turtle, spider silk, leech, nephila clavipes, trachemys scripta	8.0	8.0	0.0	0.0	1.0
focus on form	grammar	language assessment, second language acquisition, comprehension approach, language acquisition, comprehension	10.0	10.0	0.0	0.0	1.0
nuclear timescale	stars	stellar mass loss, nucleosynthesis, big bang nucleosynthesis, stellar evolution, planetary system	12.0	12.0	0.0	0.0	0.5
mixed language	artificial intelligence	artificial intelligence, grammar, programming language, operating system, language acquisition	1.0	1.0	1.0	1.0	1.0
child emotional abuse	child physical abuse	human factors and ergonomics, suicide attempt, suicide risk, suicidal ideation, victimology	13.0	13.0	0.0	0.0	0.5
power domains	real time computing	operating system, computer science, embedded system, real time computing, computer hardware	4.0	4.0	0.0	0.0	1.0
a type main sequence star	k type main sequence star	stars, white dwarf, binary star, variable star, t tauri star	14.0	14.0	0.0	0.0	0.5
flow based programming	symbolic programming, reactive programming, procedural programming	computer science, operating system, software engineering, real time computing, software	97.0	97.0	0.0	0.0	0.11111111111111112
task based language learning	language acquisition	artificial intelligence, multimedia, language assessment, educational technology, operating system	8.0	8.0	0.0	0.0	1.0
driven element	telecommunications	artificial intelligence, telecommunications, operating system, computer science, computer hardware	2.0	2.0	0.0	1.0	1.0
optophone	artificial intelligence, speech recognition	artificial intelligence, speech recognition, computer science, computer vision, sign language	1.0	1.0	1.0	1.0	1.0
email storm	world wide web, computer security	the internet, world wide web, internet privacy, computer security, spambot	2.5	2.5	0.0	1.0	1.0
visible light astronomy	radio wave	radio wave, incoherent scatter, brightness temperature, brillouin scattering, radar	1.0	1.0	1.0	1.0	1.0
orconectes meeki	streams	riffle, streams, campostoma, hydropsychidae, river ecosystem	2.0	2.0	0.0	1.0	1.0
oromotor deficits	rolandic epilepsy	electroencephalography, event related potential, eye movement, brain computer interface, magnetoencephalography	402.0	402.0	0.0	0.0	0.024390243902439025
interior gateway protocol	enhanced interior gateway routing protocol, multipath routing, policy based routing, zone routing protocol, destination sequenced distance vector routing	enhanced interior gateway routing protocol, zone routing protocol, policy based routing, routing table, multiprotocol label switching	2.2	2.2	0.6	0.6	1.0
photon transport in biological tissue	hybrid monte carlo, monte carlo method in statistical physics	hybrid monte carlo, monte carlo method in statistical physics, bubble, nonlinear conjugate gradient method, balance equation	1.0	1.0	1.0	1.0	1.0
satisfiability modulo theories	satisfiability	programming language, computer science, theoretical computer science, model checking, automated theorem proving	22.0	22.0	0.0	0.0	0.3333333333333333
galactic coordinate system	milky way, galactic plane	stars, astrometry, milky way, binary star, exoplanet	7.5	7.5	0.0	0.5	0.75
hitachi sr2201	distributed memory	parallel computing, parallel processing, thread, interleaved memory, operating system	7.0	7.0	0.0	0.0	1.0
limited speech	speech recognition	artificial intelligence, speech recognition, voice activity detection, intelligibility, speech processing	2.0	2.0	0.0	1.0	1.0
pentadecimal	hebrew numerals	indian numerals, programming language, decimal128 floating point format, numeral system, hindu arabic numeral system	8.0	8.0	0.0	0.0	1.0
fire control radar	radar engineering details, bistatic radar, continuous wave radar, pulse doppler radar	artificial intelligence, operating system, computer science, telecommunications, radar	13.75	13.75	0.0	0.0	0.5833333333333334
cheumatopsyche analis	hydropsychidae	hydropsychidae, streams, polycentropodidae, riffle, campostoma	1.0	1.0	1.0	1.0	1.0
modified ami code	telecommunications	operating system, channel, telecommunications, computer hardware, computer network	3.0	3.0	0.0	1.0	1.0
dirac adjoint	dirac spinor	dirac spinor, dirac algebra, dirac sea, two body dirac equations, dirac operator	1.0	1.0	1.0	1.0	1.0
proof of concept	operating system	artificial intelligence, operating system, computer science, computer hardware, telecommunications	2.0	2.0	0.0	1.0	1.0
orders of magnitude	chirped pulse amplification	ultrashort pulse, pulse, picosecond, femtosecond pulse shaping, bandwidth limited pulse	18.0	18.0	0.0	0.0	0.5
internet 0	computer network, computer security	operating system, computer network, telecommunications, embedded system, computer hardware	6.5	6.5	0.0	0.5	0.75
h 225 0	telecommunications, computer network	computer network, operating system, telecommunications, network packet, voice over ip	1.5	1.5	0.5	1.0	1.0
distributed computing environment	real time computing, distributed computing, operating system	computer science, operating system, distributed computing, real time computing, database	2.0	2.0	0.0	1.0	1.0
network complexity	artificial neural network	artificial intelligence, computer science, distributed computing, machine learning, artificial neural network	5.0	5.0	0.0	0.0	1.0
implication graph	boolean satisfiability problem	algorithm, programming language, theoretical computer science, computer science, boolean satisfiability problem	5.0	5.0	0.0	0.0	1.0
instruction unit	control unit	real time computing, operating system, computer science, parallel computing, programming language	47.0	47.0	0.0	0.0	0.2
sememe	artificial intelligence, natural language processing	artificial intelligence, natural language processing, wordnet, pattern recognition, semantics	1.0	1.0	1.0	1.0	1.0
unicondylar knee prosthesis	prosthesis	prosthesis, robotic surgery, nasal prosthesis, scaffold, composite number	1.0	1.0	1.0	1.0	1.0
contact eye	artificial intelligence, computer vision	artificial intelligence, eye tracking, eye movement, robot, computer vision	2.5	2.5	0.5	0.5	1.0
wirelesshart	wireless network	wireless sensor network, key distribution in wireless sensor networks, computer network, sensor node, mobile wireless sensor network	11.0	11.0	0.0	0.0	0.5
test standardization	standardization	human factors and ergonomics, confirmatory factor analysis, computer science, operating system, multivariate analysis	55.0	55.0	0.0	0.0	0.16666666666666666
shannon s source coding theorem	transfer entropy, maximum entropy thermodynamics	artificial intelligence, computer science, entropy rate, principle of maximum entropy, machine learning	43.5	43.5	0.0	0.0	0.25
file server	server	operating system, cloud computing, computer network, database, server	5.0	5.0	0.0	0.0	1.0
2d geometric model	geometric modeling	artificial intelligence, computer vision, robot, mobile robot, robot control	326.0	326.0	0.0	0.0	0.030303030303030304
emoji	operating system	artificial intelligence, multimedia, world wide web, operating system, the internet	4.0	4.0	0.0	0.0	1.0
html sanitization	programming language, computer security	alt attribute, mime, content sniffing, tag soup, web application security	438.0	438.0	0.0	0.0	0.022474747474747474
pseudomedian	empirical probability	multivariate statistics, spearman s rank correlation coefficient, multivariate normal distribution, regression analysis, linear regression	36.0	36.0	0.0	0.0	0.25
chaocipher	computer security	computer science, computer security, artificial intelligence, programming language, cryptography	2.0	2.0	0.0	1.0	1.0
recovery memory	embedded system, computer hardware	semiconductor memory, interleaved memory, memory refresh, memory buffer register, virtual memory	60.5	60.5	0.0	0.0	0.21666666666666667
software architecture description	reference architecture, software construction, component based software engineering	component based software engineering, software development process, software engineering, unified modeling language, reference architecture	5.0	5.0	0.3333333333333333	0.3333333333333333	1.0
scientific community metaphor	programming language	artificial intelligence, computer science, ontology, cybernetics, programming language	5.0	5.0	0.0	0.0	1.0
cyclanorbinae	trionychidae	turtle, turtle, trachemys scripta, chelidae, sea turtle	6.0	6.0	0.0	0.0	1.0
privacy engineering	privacy software, privacy by design	security information and event management, privacy by design, internet privacy, information privacy, information security	5.0	5.0	0.0	0.5	1.0
increment and decrement operators	operator, expression	programming language, operating system, lisp, algorithm, object code	38.0	38.0	0.0	0.0	0.3333333333333333
shlaer mellor method	class diagram, applications of uml, uml tool, model driven architecture	applications of uml, unified modeling language, software engineering, uml tool, class diagram	15.5	15.5	0.25	0.75	0.7916666666666666
web feature service	web mapping	database, geospatial analysis, web service, meta data services, metadata	35.0	35.0	0.0	0.0	0.25
misra c	software	software engineering, programming language, software quality, software, software construction	4.0	4.0	0.0	0.0	1.0
multistatic radar	radar engineering details, bistatic radar, continuous wave radar	bistatic radar, radar, radar imaging, continuous wave radar, radar engineering details	2.3333333333333335	2.3333333333333335	0.3333333333333333	1.0	1.0
eye tracking on the iss	eye tracking, eye movement	artificial intelligence, computer vision, operating system, eye tracking, robot	15.5	15.5	0.0	0.0	0.6666666666666666
neural modeling fields	adaptive neuro fuzzy inference system, neuro fuzzy, stochastic neural network, types of artificial neural networks	artificial intelligence, machine learning, cybernetics, deep learning, artificial neural network	104.25	104.25	0.0	0.0	0.2372311827956989
proof of stake	cryptocurrency, database transaction	computer security, computer science, operating system, artificial intelligence, telecommunications	27.5	27.5	0.0	0.0	0.6
sequence transformation	convergence	algorithm, operator, interpolation, rate of convergence, least squares	19.0	19.0	0.0	0.0	0.5
virtual economy	artificial intelligence, world wide web	artificial intelligence, operating system, computer science, computer security, simulation	5.0	5.0	0.5	0.5	1.0
definitive media library	software as a service, configuration management, software construction	database, documentation, operating system, software, computer science	80.66666666666667	80.66666666666667	0.0	0.0	0.22380952380952382
data mapper pattern	strategy pattern, state pattern, software design, observer pattern	database, operating system, programming language, object, computer science	230.75	230.75	0.0	0.0	0.07778850278850279
models of collaborative tagging	machine learning, world wide web	social semantic web, semantic search, web intelligence, semantic web, semantic technology	38.5	38.5	0.0	0.0	0.5625
n100	event related potential	electroencephalography, slow wave sleep, event related potential, non rapid eye movement sleep, magnetoencephalography	3.0	3.0	0.0	1.0	1.0
home accidents	human factors and ergonomics	human factors and ergonomics, suicide attempt, suicide risk, drunk drivers, suicidal ideation	1.0	1.0	1.0	1.0	1.0
delivery performance	computer network	service level requirement, service level objective, customer service assurance, service product management, operating system	21.0	21.0	0.0	0.0	0.3333333333333333
social affordance	affordance	artificial intelligence, human computer interaction, multimedia, embodied cognition, knowledge management	98.0	98.0	0.0	0.0	0.1
hemoencephalography	neurofeedback	artificial intelligence, electroencephalography, brain computer interface, machine learning, facial expression	12.0	12.0	0.0	0.0	0.5
registration procedure	artificial intelligence, computer vision	artificial intelligence, operating system, computer science, telecommunications, computer security	4.0	4.0	0.5	0.5	1.0
ocymyrmex	cataglyphis	ant, monomorium, temnothorax, crematogaster, cataglyphis	5.0	5.0	0.0	0.0	1.0
canonical model	database, programming language	artificial intelligence, computer science, programming language, operator, algorithm	14.0	14.0	0.0	0.5	0.6666666666666666
recursive ordinal	turing machine, recursion	programming language, artificial intelligence, algorithm, computer science, database	54.5	54.5	0.0	0.0	0.55
interleaved polling with adaptive cycle time	passive optical network	burst switching, network congestion, slow start, optical burst switching, tcp friendly rate control	18.0	18.0	0.0	0.0	0.5
robust regression	outlier, linear regression, least squares, regression analysis	artificial intelligence, machine learning, least squares, total least squares, support vector machine	8.75	8.75	0.0	0.25	0.75
point to point protocol	network packet	operating system, computer network, telecommunications, network packet, real time computing	4.0	4.0	0.0	0.0	1.0
quadratic knapsack problem	change making problem	quadratic assignment problem, linear programming, simplex algorithm, generalized assignment problem, null move heuristic	154.0	154.0	0.0	0.0	0.0625
low frequency radio range	telecommunications	telecommunications, radar, artificial intelligence, antenna, bistatic radar	1.0	1.0	1.0	1.0	1.0
stax	programming language, world wide web	programming language, operating system, database, computer science, world wide web	2.5	2.5	0.5	0.5	1.0
immunity aware programming	embedded system, operating system	operating system, embedded system, computer hardware, real time computing, programming language	1.0	1.0	1.0	1.0	1.0
naccache stern cryptosystem	computer security	public key cryptography, cryptosystem, cryptography, probabilistic encryption, random oracle	21.0	21.0	0.0	0.0	0.3333333333333333
feature toggle	software construction	artificial intelligence, operating system, human multitasking, real time computing, computer hardware	534.0	534.0	0.0	0.0	0.018518518518518517
single level store	virtual memory, virtual address space	file system fragmentation, virtual memory, operating system, cache pollution, page cache	95.0	95.0	0.0	0.5	0.5263157894736842
computer display standard	display device	computer hardware, display device, operating system, liquid crystal display, computer graphics images	2.0	2.0	0.0	1.0	1.0
source transformation	automatic differentiation	programming language, computer science, software engineering, object oriented programming, procedural programming	400.0	400.0	0.0	0.0	0.025
classical definition of probability	conditional probability	maximum entropy thermodynamics, law of total probability, artificial intelligence, probabilistic logic, principle of maximum entropy	8.0	8.0	0.0	0.0	1.0
smallband	wideband	telecommunications, internet access, computer network, broadcasting, operating system	490.0	490.0	0.0	0.0	0.02040816326530612
remote keyless system	wireless	operating system, computer hardware, embedded system, artificial intelligence, telecommunications	90.0	90.0	0.0	0.0	0.1111111111111111
time reversibility	markov property, variable order markov model, balance equation	markov property, markov chain, balance equation, hybrid monte carlo, principle of maximum entropy	6.333333333333333	6.333333333333333	0.3333333333333333	0.6666666666666666	0.8333333333333334
foveal retinoschisis	retinoschisis	retinoschisis, retinal detachment, x linked retinoschisis, congenital nystagmus, lattice degeneration	1.0	1.0	1.0	1.0	1.0
poplmark challenge	proof assistant, abstract syntax, system f	programming language, artificial intelligence, computer science, procedural programming, functional programming	291.0	291.0	0.0	0.0	0.10761904761904761
universal unique identifier	computer network	identifier, operating system, computer hardware, database, artificial intelligence	9.0	9.0	0.0	0.0	1.0
seqlock	real time computing, programming language, operating system	operating system, unix architecture, thread, lock, lock	3.6666666666666665	3.6666666666666665	0.3333333333333333	0.3333333333333333	1.0
optical attenuator	fiber optic splitter	optical fiber, fiber optic splitter, plastic optical fiber, wavelength division multiplexing, graded index fiber	2.0	2.0	0.0	1.0	1.0
key agreement protocol	key distribution	public key cryptography, key distribution, key exchange, encryption, computer security	2.0	2.0	0.0	1.0	1.0
graphmatica	software	operating system, programming language, unix, computer science, unix architecture	6.0	6.0	0.0	0.0	1.0
second order propositional logic	propositional variable, zeroth order logic, autoepistemic logic	fuzzy logic, zeroth order logic, paraconsistent logic, predicate functor logic, fuzzy set operations	9.333333333333334	9.333333333333334	0.0	0.3333333333333333	0.8333333333333334
laplace beltrami operator	operator	fourier integral operator, hilbert space, operator, banach space, compact operator	3.0	3.0	0.0	1.0	1.0
seven stages of action	usability	human computer interaction, artificial intelligence, human factors and ergonomics, fantasy, usability	5.0	5.0	0.0	0.0	1.0
coverage data	database	computer science, operating system, software, programming language, database	5.0	5.0	0.0	0.0	1.0
small office home office	operating system, computer network, computer security	operating system, computer network, telecommunications, embedded system, internet access	5.666666666666667	5.666666666666667	0.6666666666666666	0.6666666666666666	0.8333333333333334
queen ant	ant colony optimization algorithms, ant	ant, monomorium, cardiocondyla, temnothorax, crematogaster	117.0	117.0	0.5	0.5	0.5208333333333334
ebcdic	fortran, ascii	operating system, programming language, computer hardware, computer science, software	18.5	18.5	0.0	0.0	0.41666666666666663
ferranti mark 1	operating system	computer science, programming language, operating system, artificial intelligence, computer hardware	3.0	3.0	0.0	1.0	1.0
nested virtualization	full virtualization, hypervisor	virtualization, cloud computing, full virtualization, hypervisor, cloud testing	3.0	3.0	0.0	1.0	1.0
mil std 1553	system bus	embedded system, operating system, data acquisition, integrated modular avionics, software	29.0	29.0	0.0	0.0	0.3333333333333333
satellite geodesy	global positioning system	global positioning system, radar, gnss applications, satellite navigation, artificial intelligence	1.0	1.0	1.0	1.0	1.0
focus stealing	operating system, speech recognition	operating system, computer hardware, embedded system, artificial intelligence, programming language	18.0	18.0	0.5	0.5	0.625
hazy sighted link state routing protocol	enhanced interior gateway routing protocol, zone routing protocol, destination sequenced distance vector routing	computer network, distributed computing, zone routing protocol, destination sequenced distance vector routing, ad hoc wireless distribution service	7.0	7.0	0.0	0.6666666666666666	0.8333333333333334
cms pipelines	programming language, operating system	file control block, unix file types, operating system, software, log shipping	17.0	17.0	0.0	0.5	0.625
station to station protocol	forward secrecy, key exchange, key distribution	computer security, authentication, encryption, key distribution, public key cryptography	78.33333333333333	78.33333333333333	0.0	0.0	0.6811594202898551
modula 3	programming language	programming language, lisp, operating system, compiler, procedural programming	1.0	1.0	1.0	1.0	1.0
long term prediction	artificial intelligence, operating system, telecommunications	artificial intelligence, computer science, operating system, machine learning, artificial neural network	11.333333333333334	11.333333333333334	0.3333333333333333	0.6666666666666666	0.75
gun control laws	human factors and ergonomics	human factors and ergonomics, operating system, legal drinking age, suicide attempt, seclusion	1.0	1.0	1.0	1.0	1.0
pmcd	operating system	artificial intelligence, computer science, operating system, computer hardware, telecommunications	3.0	3.0	0.0	1.0	1.0
prosthesis retention	prosthesis	prosthesis, nasal prosthesis, robotic surgery, scaffold, maxillofacial prosthesis	1.0	1.0	1.0	1.0	1.0
imperative logic	artificial intelligence, algorithm	artificial intelligence, predicate, possible world, semantics, ontology	51.5	51.5	0.5	0.5	0.5454545454545454
wheelie	bin	artificial intelligence, simulation, operating system, crash, wheelchair	197.0	197.0	0.0	0.0	0.05
file record	database	computer science, operating system, database, information retrieval, world wide web	3.0	3.0	0.0	1.0	1.0
communication in small groups	distributed computing, computer network	computer network, distributed computing, operating system, computer science, real time computing	1.0	1.0	1.0	1.0	1.0
janus compressus	pear	pear, arboriculture, pepper, psylla, pyrus communis	1.0	1.0	1.0	1.0	1.0
telecommunications management network	network management application, element management system	operating system, computer network, distributed computing, computer science, telecommunications	11.0	11.0	0.0	0.0	0.75
suspected physical abuse	physical abuse	human factors and ergonomics, suicide attempt, suicide risk, suicidal ideation, risk assessment	8.0	8.0	0.0	0.0	1.0
arp spoofing	ip address management	syn flood, denial of service attack, computer security, internet security, srizbi botnet	42.0	42.0	0.0	0.0	0.2
24 hour clock	real time computing	operating system, embedded system, simulation, computer hardware, real time computing	5.0	5.0	0.0	0.0	1.0
time zone	real time computing	operating system, computer science, artificial intelligence, telecommunications, simulation	6.0	6.0	0.0	0.0	1.0
anomalous propagation	radar	radar, bistatic radar, weather radar, radar imaging, doppler radar	1.0	1.0	1.0	1.0	1.0
infomax	blind signal separation, independent component analysis	artificial intelligence, machine learning, pattern recognition, computer science, artificial neural network	42.0	42.0	0.0	0.0	0.3214285714285714
polysternon	bothremydidae	chelidae, sea turtle, cheloniidae, trionychidae, podocnemididae	6.0	6.0	0.0	0.0	1.0
hook echo	mesocyclone	supercell, tornadogenesis, squall, squall line, mesocyclone	5.0	5.0	0.0	0.0	1.0
quirks mode	vector markup language	world wide web, operating system, programming language, the internet, artificial intelligence	188.0	188.0	0.0	0.0	0.05263157894736842
optical data disk	optical disc	optical disc, computer data storage, holographic data storage, optical tape, compact disc	1.0	1.0	1.0	1.0	1.0
collision avoidance system	collision	simulation, artificial intelligence, alarm, operating system, crash	34.0	34.0	0.0	0.0	0.25
pepper oil	pepper	pepper, volatile, pear, ethyl hexanoate, response surface methodology	1.0	1.0	1.0	1.0	1.0
node graph architecture	algorithm	artificial intelligence, operating system, computer science, programming language, distributed computing	14.0	14.0	0.0	0.0	0.5
unilateral seizures	electroencephalography	electroencephalography, ictal, epileptic encephalopathy, west syndrome, reflex epilepsy	1.0	1.0	1.0	1.0	1.0
federal motor vehicle safety standards	crash	crash, human factors and ergonomics, simulation, trailer, operating system	1.0	1.0	1.0	1.0	1.0
thin client	operating system, computer network	operating system, computer science, cloud computing, world wide web, database	5.0	5.0	0.5	0.5	1.0
line impedance stabilization network	emi, common mode signal	telecommunications, output impedance, waveform, common mode signal, high pass filter	7.0	7.0	0.0	0.0	1.0
jbig	lossless compression, image compression	artificial intelligence, data compression, lossless compression, computer science, data compression ratio	4.0	4.0	0.0	0.5	1.0
normal operator	compact operator, hilbert space, multiplication operator	operating system, computer hardware, artificial intelligence, embedded system, computer science	609.3333333333334	609.3333333333334	0.0	0.0	0.03011204481792717
pp	probabilistic turing machine, exptime, time hierarchy theorem, nspace, structural complexity theory	artificial intelligence, super recursive algorithm, probabilistic turing machine, algorithm, computer science	27.4	27.4	0.0	0.2	0.7181818181818181
majority logic decoding	error floor, sequential decoding, concatenated error correction code	concatenated error correction code, reed solomon error correction, error floor, sequential decoding, block code	1.6666666666666667	1.6666666666666667	0.3333333333333333	1.0	1.0
ethyl decanoate	ethyl octanoate	volatile, ethyl hexanoate, hexyl acetate, selectivity, nonanal	19.0	19.0	0.0	0.0	0.5
wireless datagram protocol	user datagram protocol	computer network, internet protocol control protocol, operating system, internet protocol suite, reverse address resolution protocol	7.0	7.0	0.0	0.0	1.0
truncation selection	genetic algorithm	artificial intelligence, machine learning, computer science, crossover, algorithm	8.0	8.0	0.0	0.0	1.0
thrownness	ontology	artificial intelligence, quine, programming language, computer science, psychic	6.0	6.0	0.0	0.0	1.0
openmx	structural equation modeling	computer science, programming language, operating system, software engineering, artificial intelligence	302.0	302.0	0.0	0.0	0.03225806451612903
mechanical watch	computer hardware	operating system, computer hardware, artificial intelligence, embedded system, simulation	2.0	2.0	0.0	1.0	1.0
ven	world wide web, computer security	artificial intelligence, operating system, programming language, telecommunications, turtle	26.5	26.5	0.0	0.0	0.375
information transfer transaction	telecommunications	operating system, identifier, database transaction, computer science, telecommunications	5.0	5.0	0.0	0.0	1.0
anti aliasing filter	voltage controlled filter	signal transfer function, prototype filter, butterworth filter, high pass filter, low pass filter	14.0	14.0	0.0	0.0	0.5
content strategy	knowledge management, multimedia	world wide web, multimedia, knowledge management, artificial intelligence, computer science	2.0	2.0	0.0	1.0	1.0
visual feedbacks	artificial intelligence, computer vision	artificial intelligence, robot, haptic technology, human computer interaction, virtual reality	5.0	5.0	0.5	0.5	1.0
bluetooth stack	openzfs, red hat enterprise linux, squashfs	operating system, embedded system, bluetooth, unix, computer hardware	273.3333333333333	273.3333333333333	0.0	0.0	0.036219527598837946
power gating	cmos	logic gate, cmos, chip, integrated circuit, embedded system	2.0	2.0	0.0	1.0	1.0
camponotus compressus	ant	ant, monomorium, crematogaster, pheidole, myrmecophily	1.0	1.0	1.0	1.0	1.0
museum informatics	multimedia, library science, world wide web	library science, multimedia, computer science, world wide web, cataloging	1.3333333333333333	1.3333333333333333	0.6666666666666666	1.0	1.0
construct state	noun phrase	artificial intelligence, verb, syntax, grammar, noun	16.0	16.0	0.0	0.0	0.5
forward anonymity	authentication, anonymity	computer security, challenge response authentication, authentication, internet privacy, public key cryptography	10.0	10.0	0.0	0.5	0.75
dual modular redundancy	triple modular redundancy	real time computing, computer science, operating system, embedded system, computer hardware	39.0	39.0	0.0	0.0	0.25
unicity distance	transposition cipher, symmetric key algorithm, deterministic encryption, semantic security	cryptography, computer security, cryptosystem, encryption, public key cryptography	24.75	24.75	0.0	0.0	0.6125
cortical electrode	electroencephalography	electroencephalography, magnetoencephalography, ictal, supplementary motor area, voxel	1.0	1.0	1.0	1.0	1.0
serialization	real time computing, distributed computing, database	operating system, programming language, computer science, computer hardware, real time computing	6.0	6.0	0.0	0.0	1.0
gps signals	global positioning system	global positioning system, gnss applications, satellite navigation, radar, radar engineering details	1.0	1.0	1.0	1.0	1.0
open science grid consortium	parallel computing, operating system	computer science, utility computing, cloud computing, distributed computing, geospatial analysis	14.5	14.5	0.0	0.0	0.6666666666666666
terrain awareness and warning system	controlled flight into terrain, ground proximity warning system	air traffic control, flight management system, airspace class, national airspace system, flight simulator	79.0	79.0	0.0	0.0	0.12142857142857143
s voice	operating system	operating system, artificial intelligence, world wide web, computer hardware, embedded system	1.0	1.0	1.0	1.0	1.0
dynamic accumulator	ring signature, group signature	computer security, encryption, cryptography, computer science, public key cryptography	95.5	95.5	0.0	0.0	0.10989010989010989
cross licensing	intellectual property	intellectual property, artificial intelligence, telecommunications, computer science, operating system	1.0	1.0	1.0	1.0	1.0
interfacing	embedded system, computer hardware	operating system, embedded system, computer hardware, software, computer science	2.0	2.0	0.0	1.0	1.0
tribble	artificial intelligence	artificial intelligence, computer science, operating system, programming language, multimedia	1.0	1.0	1.0	1.0	1.0
reverse proxy	server, client server model	operating system, the internet, world wide web, computer network, web server	35.0	35.0	0.0	0.0	0.5714285714285714
acute central serous chorioretinopathy	subretinal fluid	retinoschisis, retinal detachment, x linked retinoschisis, subretinal fluid, juvenile retinoschisis	4.0	4.0	0.0	0.0	1.0
email hacking	computer security	internet privacy, computer security, the internet, malware, cybercrime	2.0	2.0	0.0	1.0	1.0
emphasis	frequency modulation	telecommunications, computer hardware, modulation, operating system, embedded system	77.0	77.0	0.0	0.0	0.125
lasius grandis	pheidole pallidula	ant, monomorium, myrmecophily, crematogaster, lasius	48.0	48.0	0.0	0.0	0.2
platform invocation services	visual basic, common language runtime, managed code	operating system, java, programming language, strictfp, unix	178.33333333333334	178.33333333333334	0.0	0.0	0.05555555555555556
antenna feed	antenna efficiency, coaxial antenna, periscope antenna, antenna factor, antenna aperture	antenna, dipole antenna, microstrip antenna, coaxial antenna, antenna efficiency	5.8	5.8	0.0	0.0	1.0
epcglobal network	radio frequency identification	operating system, database, cloud computing, computer security, security information and event management	174.0	174.0	0.0	0.0	0.05555555555555555
liver disorder diagnosis	artificial intelligence, machine learning	adaptive neuro fuzzy inference system, neuro fuzzy, artificial neural network, support vector machine, classifier	7.5	7.5	0.0	0.0	1.0
question mark	programming language	artificial intelligence, programming language, computer science, operating system, machine learning	2.0	2.0	0.0	1.0	1.0
flax fibre	composite number	composite number, shrinkage, shape memory alloy, sandwich structured composite, silk	1.0	1.0	1.0	1.0	1.0
slow background	electroencephalography	electroencephalography, eye movement, slow wave sleep, saccade, artificial intelligence	1.0	1.0	1.0	1.0	1.0
alarm failure	alarm	alarm, delayed alarm, alarm state, physiologic monitor alarms, manual fire alarm activation	1.0	1.0	1.0	1.0	1.0
c10k problem	operating system, world wide web	operating system, computer network, distributed computing, multilevel queue, real time computing	68.0	68.0	0.5	0.5	0.5357142857142857
sigtran	management information base, mobile ip	computer network, operating system, ethernet over sdh, connection oriented ethernet, internet protocol	29.0	29.0	0.0	0.0	0.375
